#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2
721,Emmanuel Rivera,656896,656896,19890,11231,*03qvs*,BAL,1B/3B,1B/3B,Rivera,Emmanuel,Rivera,Emmanuel
722,Jared Robinson,656904,656904,sa829022,10594,,ATL,RP,RP,Robinson,Jared,Robinson,Jared
723,Ryder Ryan,656924,656924,19891,11837,*04aja*,PIT,RP,RP,Ryan,Ryder,Ryan,Ryder
724,Tanner Scott,656945,656945,17586,9772,*03dfa*,SD,RP,RP,Scott,Tanner,Scott,Tanner
725,Pavin Smith,656976,656976,19892,10309,*04alq*,ARI,OF,1B/OF,Smith,Pavin,Smith,Pavin
726,Peter Solomon,656981,656981,20476,11168,,TEX,RP,RP,Solomon,Peter,Solomon,Peter
727,Bennett Sousa,656986,656986,21345,10903,*04puc*,HOU,RP,RP,Sousa,Bennett,Sousa,Bennett
728,Justin Steele,657006,657006,17312,10477,*03deg*,CHC,SP,SP,Steele,Justin,Steele,Justin
729,Trey Supak,657022,657022,sa828707,10473,,CHC,RP,RP,Supak,Trey,Supak,Trey
730,Erik Swanson,657024,657024,16587,10449,*03dgs*,TOR,RP,RP,Swanson,Erik,Swanson,Erik
731,Josh Taylor,657031,657031,17359,10461,*043pf*,KC,RP,RP,Taylor,Josh,Taylor,Josh
732,Lane Thomas,657041,657041,16939,10446,*03dei*,CLE,OF,OF,Thomas,Lane,Thomas,Lane
733,Ryan Thompson,657044,657044,16647,10960,*03duu*,ARI,RP,RP,Thompson,Ryan,Thompson,Ryan
734,Touki Toussaint,657053,657053,16929,8933,*02yog*,CHW,SP,SP,Toussaint,Touki,Toussaint,Touki
735,Cole Tucker,657061,657061,17326,9803,*03d6r*,LAA,2B,2B,Tucker,Cole,Tucker,Cole
736,Alex Verdugo,657077,657077,17027,9757,*03d7g*,NYY,OF,OF,Verdugo,Alex,Verdugo,Alex
737,Forrest Wall,657088,657088,16496,8944,*03d6z*,MIA,OF,OF,Wall,Forrest,Wall,Forrest
738,Spenser Watkins,657093,657093,17489,10547,*05r9c*,WSH,SP,SP,Watkins,Spenser,Watkins,Spenser
739,Jacob Webb,657097,657097,19274,10442,*04y76*,BAL,RP,RP,Webb,Jacob,Webb,Jacob
740,Evan White,657108,657108,20078,10196,*04bpk*,LAA,1B,1B,White,Evan,White,Evan
741,Connor Wong,657136,657136,19896,10937,*04efi*,BOS,C,C,Wong,Connor,Wong,Connor
742,Kyle Wright,657140,657140,19665,10093,*04aed*,KC,SP,SP,Wright,Kyle,Wright,Kyle
743,Eddy Alvarez,657193,657193,16959,10836,*03mpn*,BOS,3B,3B,Alvarez,Eddy,Alvarez,Eddy
744,Julian Merryweather,657240,657240,16703,9859,*03deo*,CHC,RP,RP,Merryweather,Julian,Merryweather,Julian
745,Brian O’Keefe,657247,657247,16680,10865,*03dg6*,KC,C,C,O’Keefe,Brian,O’Keefe,Brian
746,Glenn Otto,657248,657248,21366,11269,*04egl*,HOU,RP,RP,Otto,Glenn,Otto,Glenn
747,Chris Rabago,657253,657253,sa829062,9842,,DET,C,C,Rabago,Chris,Rabago,Chris
748,Peter Strzelecki,657265,657265,21367,11481,*061mp*,CLE,RP,RP,Strzelecki,Peter,Strzelecki,Peter
749,Erich Uelmen,657272,657272,20323,11518,,ARI,RP,RP,Uelmen,Erich,Uelmen,Erich
750,Logan Webb,657277,657277,17995,10480,*03dbm*,SF,SP,SP,Webb,Logan,Webb,Logan
751,Clarke Schmidt,657376,657376,19899,10165,*04ee7*,NYY,SP,SP,Schmidt,Clarke,Schmidt,Clarke
752,Matt Gage,657424,657424,17381,11488,,NYM,RP,RP,Gage,Matt,Gage,Matt
753,Mike Baumann,657508,657508,20206,10924,*04efe*,FA,RP,RP,Baumann,Mike,,
754,Brennan Bernardino,657514,657514,16835,11522,*061t3*,BOS,RP,RP,Bernardino,Brennan,Bernardino,Brennan
755,Paul DeJong,657557,657557,18015,9666,*03qkh*,KC,SS/3B,SS/3B,DeJong,Paul,DeJong,Paul
756,Caleb Ferguson,657571,657571,19349,10041,*043r7*,HOU,RP,RP,Ferguson,Caleb,Ferguson,Caleb
757,Reed Garrett,657585,657585,16866,10511,*03dpt*,NYM,RP,RP,Garrett,Reed,Garrett,Reed
758,Tim Hill,657612,657612,16814,9980,*04022*,NYY,RP,RP,Hill,Tim,Hill,Tim
759,Jared Koenig,657649,657649,27517,11489,*05ylp*,MIL,RP,RP,Koenig,Jared,Koenig,Jared
760,Ramon Laureano,657656,657656,17128,9919,*03dp8*,ATL,OF,OF,Laureano,Ramon,Laureano,Ramón
761,Vinny Nittoli,657697,657697,16754,11222,,NYM,RP,RP,Nittoli,Vinny,Nittoli,Vinny
762,Antonio Nunez,657701,657701,,9969,,TEX,SS,SS,Nunez,Antonio,Nunez,Antonio
763,Michael Papierski,657709,657709,21386,10993,,SEA,C,C,Papierski,Michael,Papierski,Michael
764,Roberto Ramos,657733,657733,sa829199,11425,*021×6*,BOS,1B,1B,Ramos,Roberto,,
765,Jamie Ritchie,657739,657739,sa829058,10994,,TOR,C,C,Ritchie,Jamie,Ritchie,Jamie
766,Joe Ryan,657746,657746,21390,10786,*04ps7*,MIN,SP,SP,Ryan,Joe,Ryan,Joe
767,Gavin Sheets,657757,657757,19901,10204,*04eej*,CHW,1B/OF,1B/OF,Sheets,Gavin,Sheets,Gavin
768,Eric Stout,657770,657770,16873,9981,*03dne*,SEA,RP,RP,Stout,Eric,Stout,Eric
769,Adonis Medina,658431,658431,19903,10121,,WSH,RP,RP,Medina,Adonis,Medina,Adonis
770,Pedro Avila,658648,658648,18864,10310,,CLE,RP,RP,Avila,Pedro,Avila,Pedro
771,Edward Olivares,658668,658668,19698,9605,*04c8q*,PIT,OF,OF,Olivares,Edward,Olivares,Edward
772,Dinelson Lamet,659275,659275,17186,9661,*03ry2*,KC,RP,RP,Lamet,Dinelson,Lamet,Dinelson
773,Shintaro Fujinami,660261,660261,31839,11631,*02xih*,NYM,RP,RP,Fujinami,Shintaro,Fujinami,Shintaro
774,Shohei Ohtani,660271,660271,19755,98100,*02yc4*,LAD,SP,SP,Ohtani,Shohei,Ohtani,Shohei
775,Yoshi Tsutsugo,660294,660294,27459,21418,*04b84*,SF,1B,1B,Tsutsugo,Yoshi,Tsutsugo,Yoshi
776,Enoli Paredes,660600,660600,20447,10737,,MIL,RP,RP,Paredes,Enoli,Paredes,Enoli
777,Ronaldo Hernandez,660613,660613,sa881850,10317,*04al0*,ARI,C,C,Hernandez,Ronaldo,Hernández,Ronaldo
778,Arquimedes Gamboa,660614,660614,sa877497,10454,,STL,SS,SS,Gamboa,Arquimedes,Gamboa,Arquímedes
779,Huascar Ynoa,660623,660623,20468,10214,*03gl9*,ATL,SP,SP,Ynoa,Huascar,Ynoa,Huascar
780,Yonny Hernandez,660634,660634,19432,11121,*04yin*,MIL,2B,2B/3B,Hernandez,Yonny,Hernandez,Yonny
781,Vidal Brujan,660644,660644,20536,9987,*03yxd*,MIA,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Brujan,Vidal,Bruján,Vidal
782,Ronald Acuna Jr.,660670,660670,18401,9775,*03wha*,ATL,OF,OF,Acuna Jr.,Ronald,Acuña Jr.,Ronald
783,Keibert Ruiz,660688,660688,19610,10263,*03rmz*,WSH,C,C,Ruiz,Keibert,Ruiz,Keibert
784,Elehuris Montero,660707,660707,20543,10392,*03seg*,COL,1B,1B/3B,Montero,Elehuris,Montero,Elehuris
785,Oscar Gonzalez,660757,660757,20970,10306,*03nrk*,NYY,OF,OF,Gonzalez,Oscar,Gonzalez,Oscar
786,Jose Suarez,660761,660761,19911,10470,*03nqc*,LAA,RP,RP,Suarez,Jose,Suarez,José
787,Juan Yepez,660766,660766,18400,11302,*03ner*,WSH,1B/OF,1B/OF,Yepez,Juan,Yepez,Juan
788,Yerry De Los Santos,660787,660787,21420,11476,*05gsw*,NYY,RP,RP,De Los Santos,Yerry,De Los Santos,Yerry
789,Brusdar Graterol,660813,660813,20367,10152,*03zbj*,LAD,RP,RP,Graterol,Brusdar,Graterol,Brusdar
790,Jesus Sanchez,660821,660821,19913,10236,*03nru*,MIA,OF,OF,Sanchez,Jesus,Sánchez,Jesús
791,Eduard Bazardo,660825,660825,20997,11165,*04mjn*,SEA,RP,RP,Bazardo,Eduard,Bazardo,Eduard
792,Hoy Park,660829,660829,18027,11240,*03mky*,OAK,OF,OF,Park,Hoy,Park,Hoy
793,Enyel De Los Santos,660853,660853,18403,10058,*03y4y*,CHW,RP,RP,De Los Santos,Enyel,De Los Santos,Enyel
794,Jorge Alcala,660896,660896,19459,10701,*04ata*,MIN,RP,RP,Alcala,Jorge,Alcala,Jorge
795,Francisco Perez,660906,660906,21018,11259,,OAK,RP,RP,Perez,Francisco,Pérez,Francisco
796,Adrian Martinez,661309,661309,21023,11320,*05u3c*,OAK,RP,RP,Martinez,Adrian,Martínez,Adrián
797,Oliver Ortega,661383,661383,21025,11278,*050ig*,HOU,RP,RP,Ortega,Oliver,Ortega,Oliver
798,William Contreras,661388,661388,20503,10364,*03yrz*,MIL,C,C,Contreras,William,Contreras,William
799,Jhoan Duran,661395,661395,21029,10239,*04apj*,MIN,RP,RP,Duran,Jhoan,Duran,Jhoan
800,Emmanuel Clase,661403,661403,21032,10661,*04ug5*,CLE,RP,RP,Clase,Emmanuel,Clase,Emmanuel
801,Mauricio Llovera,661440,661440,20080,10416,*04aza*,FA,RP,RP,Llovera,Mauricio,,
802,Seth Martinez,661527,661527,21045,11293,*0420n*,HOU,RP,RP,Martinez,Seth,Martinez,Seth
803,Brian Serven,661531,661531,19422,11473,*041rz*,TOR,C,C,Serven,Brian,Serven,Brian
804,Melvin Adon,661536,661536,sa873314,10478,*04ahv*,BOS,RP,RP,Adon,Melvin,Adon,Melvin
805,Luis Gil,661563,661563,21052,10760,*04s1h*,NYY,SP,SP,Gil,Luis,Gil,Luis
806,Daulton Varsho,662139,662139,19918,10180,*04efa*,TOR,OF,OF,Varsho,Daulton,Varsho,Daulton
807,Andres Munoz,662253,662253,20373,10134,*0403o*,SEA,RP,RP,Munoz,Andres,Muñoz,Andrés
808,Robert Suarez,663158,663158,30115,11407,*05r01*,SD,RP,RP,Suarez,Robert,Suarez,Robert
809,Nick Hernandez,663321,663321,19281,11866,*041ue*,HOU,RP,RP,Hernandez,Nick,Hernandez,Nick
810,Jahmai Jones,663330,663330,18872,10223,*03pp6*,NYY,2B,2B,Jones,Jahmai,Jones,Jahmai
811,Aaron Shortridge,663336,663336,sa3006759,10912,*04pqc*,PIT,SP,SP,Shortridge,Aaron,Shortridge,Aaron
812,Matt Waldron,663362,663362,25550,11815,*051e5*,SD,SP,SP,Waldron,Matt,Waldron,Matt
813,Blake Perkins,663368,663368,19921,11719,*03pp5*,MIL,OF,OF,Perkins,Blake,Perkins,Blake
814,Ryan Feltner,663372,663372,21446,11282,*03r06*,COL,SP,SP,Feltner,Ryan,Feltner,Ryan
815,Thomas Szapucki,663378,663378,21065,10342,,SF,RP,RP,Szapucki,Thomas,Szapucki,Thomas
816,Trent Thornton,663423,663423,17948,10494,*031k3*,SEA,RP,RP,Thornton,Trent,Thornton,Trent
817,Tanner Rainey,663432,663432,17610,10020,*03pp7*,WSH,RP,RP,Rainey,Tanner,Rainey,Tanner
818,Davis Martin,663436,663436,21448,11470,*04pxf*,CHW,SP,SP,Martin,Davis,Martin,Davis
819,Konnor Pilkington,663455,663455,21453,11386,*04muw*,ARI,SP,SP,Pilkington,Konnor,Pilkington,Konnor
820,Lars Nootbaar,663457,663457,21454,11225,*04pt2*,STL,OF,OF,Nootbaar,Lars,Nootbaar,Lars
821,Kris Bubic,663460,663460,21455,10933,*04pmb*,KC,RP,RP,Bubic,Kris,Bubic,Kris
822,Isaiah Campbell,663462,663462,25551,10871,*04q6c*,BOS,RP,RP,Campbell,Isaiah,Campbell,Isaiah
823,Kolby Allard,663465,663465,18694,9790,*03nqg*,PHI,SP,SP,Allard,Kolby,Allard,Kolby
824,Triston McKenzie,663474,663474,18000,9965,*03pon*,CLE,SP,SP,McKenzie,Triston,McKenzie,Triston
825,Brendon Davis,663478,663478,18587,11304,,LAD,OF,OF,Davis,Brendon,Davis,Brendon
826,Cole Sands,663485,663485,21461,11364,*03qxr*,MIN,RP,RP,Sands,Cole,Sands,Cole
827,Ben Leeper,663510,663510,sa3014907,11413,*05u1w*,CHC,RP,RP,Leeper,Ben,Leeper,Ben
828,Tyler Nevin,663527,663527,17893,10357,*03pok*,OAK,1B/3B/ OF,1B/3B/ OF,Nevin,Tyler,Nevin,Tyler
829,Logan Allen,663531,663531,18555,10276,,ARI,RP,RP,Allen,Logan,Allen,Logan
830,Nico Hoerner,663538,663538,21479,10302,*04pkr*,CHC,2B/SS,2B/SS,Hoerner,Nico,Hoerner,Nico
831,Bryan Hudson,663542,663542,19924,11812,*03svw*,MIL,RP,RP,Hudson,Bryan,Hudson,Bryan
832,Sean Hjelle,663546,663546,21481,10791,*04nx1*,SF,RP,RP,Hjelle,Sean,Hjelle,Sean
833,Trey Cabbage,663550,663550,21078,11764,*03qko*,HOU,OF,1B/OF,Cabbage,Trey,Cabbage,Trey
834,Casey Mize,663554,663554,20492,10159,*04mlf*,DET,SP,SP,Mize,Casey,Mize,Casey
835,Shane McClanahan,663556,663556,21483,10332,*04mlt*,TB,SP,SP,McClanahan,Shane,McClanahan,Shane
836,Jovani Moran,663558,663558,20422,11287,*03qmm*,MIN,RP,RP,Moran,Jovani,Moran,Jovani
837,Bailey Falter,663559,663559,20070,11171,*03ql8*,PIT,SP,SP,Falter,Bailey,Falter,Bailey
838,Noah Davis,663562,663562,25862,11347,*04pva*,COL,RP,RP,Davis,Noah,Davis,Noah
839,Peter Lambert,663567,663567,17969,10589,*03poo*,COL,SP,SP,Lambert,Peter,Lambert,Peter
840,Tony Santillan,663574,663574,19926,10347,*03poq*,CIN,RP,RP,Santillan,Tony,Santillan,Tony
841,Austin Riley,663586,663586,18360,9821,*03pom*,ATL,3B,3B,Riley,Austin,Riley,Austin
842,Luken Baker,663609,663609,21497,11803,*04069*,STL,1B,1B,Baker,Luken,Baker,Luken
843,Nick Madrigal,663611,663611,20521,10297,*03qu7*,CHC,2B/3B,2B/3B,Madrigal,Nick,Madrigal,Nick
844,Trevor Larnach,663616,663616,21501,10350,*04nky*,MIN,OF,OF,Larnach,Trevor,Larnach,Trevor
845,Jake Irvin,663623,663623,21504,10976,*04ppz*,WSH,SP,SP,Irvin,Jake,Irvin,Jake
846,Ryan Mountcastle,663624,663624,18373,9977,*03pjl*,BAL,1B,1B,Mountcastle,Ryan,Mountcastle,Ryan
847,Ethan Small,663629,663629,26364,10992,*0511g*,SF,RP,RP,Small,Ethan,Small,Ethan
848,Ryan McKenna,663630,663630,19928,10731,*03qkw*,PHI,OF,OF,McKenna,Ryan,McKenna,Ryan
849,Ke’Bryan Hayes,663647,663647,18577,10262,*03pji*,PIT,3B,3B,Hayes,Ke’Bryan,Hayes,Ke’Bryan
850,Kyle Tucker,663656,663656,18345,9787,*03pir*,HOU,OF,OF,Tucker,Kyle,Tucker,Kyle
851,Thaddeus Ward,663658,663658,21513,11200,,WSH,RP,RP,Ward,Thaddeus,Ward,Thaddeus
852,Daz Cameron,663662,663662,18353,10182,*02zg5*,OAK,OF,OF,Cameron,Daz,Cameron,Daz
853,Nic Enright,663671,663671,sa3010299,11722,*03qvm*,CLE,RP,RP,Enright,Nic,Enright,Nic
854,Hogan Harris,663687,663687,21520,11650,*04pps*,OAK,SP,SP,Harris,Hogan,Harris,Hogan
855,Jonathan India,663697,663697,21523,10248,*04nx3*,CIN,2B,2B,India,Jonathan,India,Jonathan
856,Joey Bart,663698,663698,21524,10245,*04mn4*,PIT,C,C,Bart,Joey,Bart,Joey
857,James McArthur,663704,663704,21527,11345,*04pw3*,KC,RP,RP,McArthur,James,McArthur,James
858,Matthew Kroon,663714,663714,sa3007502,12037,,PHI,1B,1B,Kroon,Matthew,Kroon,Matthew
859,Cal Raleigh,663728,663728,21534,10866,*04my4*,SEA,C,C,Raleigh,Cal,Raleigh,Cal
860,Connor Kaiser,663731,663731,21535,11813,*04ppn*,COL,SS,SS,Kaiser,Connor,Kaiser,Connor
861,Daniel Lynch IV,663738,663738,21537,10176,,KC,SP,SP,Lynch IV,Daniel,Lynch IV,Daniel
862,Nick Fortes,663743,663743,21538,11289,*04pqf*,MIA,C,C,Fortes,Nick,Fortes,Nick
863,Cody Morris,663752,663752,25388,11308,*04ps8*,NYY,RP,RP,Morris,Cody,Morris,Cody
864,Reiss Knehr,663753,663753,21541,11237,*04q1u*,SD,RP,RP,Knehr,Reiss,Knehr,Reiss
865,Trent Grisham,663757,663757,18564,10658,*03pit*,NYY,OF,OF,Grisham,Trent,Grisham,Trent
866,Jake Woodford,663765,663765,18674,10772,,PIT,SP,SP,Woodford,Jake,Woodford,Jake
867,Bryan Hoeing,663773,663773,26304,11541,*05156*,SD,SP,SP,Hoeing,Bryan,Hoeing,Bryan
868,Patrick Sandoval,663776,663776,19447,10308,*03qpi*,LAA,SP,SP,Sandoval,Patrick,Sandoval,Patrick
869,Dakota Chalmers,663793,663793,sa875017,10765,,ARI,RP,RP,Chalmers,Dakota,Chalmers,Dakota
870,Jackson Kowar,663804,663804,21549,10222,*04mlg*,SEA,RP,RP,Kowar,Jackson,Kowar,Jackson
871,Matt Vierling,663837,663837,21558,11223,*04pqq*,DET,3B/OF,3B/OF,Vierling,Matt,Vierling,Matt
872,Alfonso Rivas III,663845,663845,21560,11272,,STL,1B,1B,Rivas III,Alfonso,Rivas III,Alfonso
873,Romy Gonzalez,663853,663853,21562,11276,*04q0o*,BOS,1B/2B/ SS,1B/2B/ SS/OF,Gonzalez,Romy,Gonzalez,Romy
874,Jordan Hicks,663855,663855,19618,9957,*03vcw*,SF,RP,RP,Hicks,Jordan,Hicks,Jordan
875,Nate Pearson,663878,663878,20160,10295,*04eec*,CHC,RP,RP,Pearson,Nate,Pearson,Nate
876,Tyler Stephenson,663886,663886,17988,10358,*03pix*,CIN,C,C,Stephenson,Tyler,Stephenson,Tyler
877,Brendon Little,663893,663893,21574,11552,*04afl*,TOR,RP,RP,Little,Brendon,Little,Brendon
878,Luke Williams,663897,663897,19931,11017,*03qk3*,ATL,SS,2B/3B/ OF,Williams,Luke,Williams,Luke
879,Brendan Rodgers,663898,663898,17907,9781,*03lua*,COL,2B,2B,Rodgers,Brendan,Rodgers,Brendan
880,Brady Singer,663903,663903,25377,10145,*03pov*,KC,SP,SP,Singer,Brady,Singer,Brady
881,Travis Blankenhorn,663905,663905,18395,10762,*03qk2*,WSH,OF,OF,Blankenhorn,Travis,Blankenhorn,Travis
882,Nick Plummer,663911,663911,18690,11405,,CIN,OF,OF,Plummer,Nick,Plummer,Nick
883,Tristan Beck,663941,663941,21584,10352,*04afk*,SF,SP,SP,Beck,Tristan,Beck,Tristan
884,Tyler Holton,663947,663947,26231,11459,*04naz*,DET,RP,RP,Holton,Tyler,Holton,Tyler
885,Tyler Ivey,663959,663959,20237,10432,*04efv*,HOU,SP,SP,Ivey,Tyler,Ivey,Tyler
886,Cesar Salazar,663967,663967,21587,11781,*04psg*,HOU,C,C,Salazar,Cesar,Salazar,César
887,Tyler Phillips,663969,663969,20629,10734,*03qt6*,PHI,SP,SP,Phillips,Tyler,Phillips,Tyler
888,Blair Calvo,663971,663971,25416,11654,*051hf*,DET,RP,RP,Calvo,Blair,Calvo,Blair
889,Nick Duron,663975,663975,21092,11511,,SF,RP,RP,Duron,Nick,Duron,Nick
890,Chris Paddack,663978,663978,20099,10161,*03qne*,MIN,SP,SP,Paddack,Chris,Paddack,Chris
891,Trevor Stephan,663986,663986,19932,11194,*0421j*,CLE,RP,RP,Stephan,Trevor,Stephan,Trevor
892,Nick Vespi,663989,663989,21093,11472,*03qv3*,BAL,RP,RP,Vespi,Nick,Vespi,Nick
893,Richard Lovelady,663992,663992,19337,10525,*041w0*,TB,RP,RP,Lovelady,Richard,Lovelady,Richard
894,Nathaniel Lowe,663993,663993,19566,10296,*041xv*,TEX,1B,1B,Lowe,Nathaniel,Lowe,Nathaniel
895,Ian Happ,664023,664023,17919,9655,*03nmw*,CHC,OF,OF,Happ,Ian,Happ,Ian
896,Brett Kennedy,664028,664028,17877,10070,*03qpo*,CIN,RP,RP,Kennedy,Brett,Kennedy,Brett
897,Mark Mathias,664029,664029,18032,10783,*03qkb*,CIN,2B,2B,Mathias,Mark,Mathias,Mark
898,Ty France,664034,664034,17982,10485,*03whq*,CIN,1B,1B,France,Ty,France,Ty
899,Brandon Lowe,664040,664040,18882,10068,*03qjy*,TB,2B,2B,Lowe,Brandon,Lowe,Brandon
900,Travis Lakins Sr.,664042,664042,18600,10460,,CHW,RP,RP,Lakins Sr.,Travis,Lakins Sr.,Travis
901,Cody Stashak,664054,664054,18088,10652,,SF,RP,RP,Stashak,Cody,Stashak,Cody
902,Harrison Bader,664056,664056,18030,9710,*03qjv*,NYM,OF,OF,Bader,Harrison,Bader,Harrison
903,David Fletcher,664058,664058,17992,9230,*03qlw*,ATL,SS,2B/SS,Fletcher,David,Fletcher,David
904,Sam Haggerty,664059,664059,18054,10683,*03qz9*,SEA,OF,2B/OF,Haggerty,Sam,Haggerty,Sam
905,Tony Gonsolin,664062,664062,19388,10346,*041v6*,LAD,SP,SP,Gonsolin,Tony,Gonsolin,Tony
906,Scott Kingery,664068,664068,17975,9777,*03pjc*,PHI,OF,2B/SS/ 3B/OF,Kingery,Scott,Kingery,Scott
907,Garrett Cleavinger,664076,664076,17897,10769,*03qju*,TB,RP,RP,Cleavinger,Garrett,Cleavinger,Garrett
908,Tyler Neslony,664104,664104,sa918131,10535,*041us*,CHW,OF,OF,Neslony,Tyler,Neslony,Tyler
909,Austin Allen,664119,664119,18083,10138,*03qkr*,NYM,C,C,Allen,Austin,Allen,Austin
910,Max McDowell,664120,664120,sa875626,10940,*03qrb*,TOR,C,C,McDowell,Max,McDowell,Max
911,Scott Effross,664123,664123,18384,11273,*03qs8*,NYY,RP,RP,Effross,Scott,Effross,Scott
912,Pete Fairbanks,664126,664126,17998,10634,*03qo0*,TB,RP,RP,Fairbanks,Pete,Fairbanks,Pete
913,Geoff Hartlieb,664129,664129,19558,10623,*04yk6*,COL,RP,RP,Hartlieb,Geoff,Hartlieb,Geoff
914,Ian Gibaut,664139,664139,17871,10484,*03qpg*,CIN,RP,RP,Gibaut,Ian,Gibaut,Ian
915,JT Brubaker,664141,664141,17578,10476,*03qm8*,NYY,SP,SP,Brubaker,JT,Brubaker,JT
916,Blake Trahan,664167,664167,,10091,*03qk4*,CIN,SS,SS,Trahan,Blake,Trahan,Blake
917,Taylor Clarke,664199,664199,17611,10448,*03qjz*,MIL,RP,RP,Clarke,Taylor,Clarke,Taylor
918,Phil Maton,664208,664208,18064,9677,*03qwa*,NYM,RP,RP,Maton,Phil,Maton,Phil
919,Dylan Moore,664238,664238,18042,10444,*03qml*,SEA,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Moore,Dylan,Moore,Dylan
920,Kyle Garlick,664247,664247,18063,10622,*03v3t*,ARI,OF,OF,Garlick,Kyle,Garlick,Kyle
921,Framber Valdez,664285,664285,17295,10083,*04auj*,HOU,SP,SP,Valdez,Framber,Valdez,Framber
922,Dauri Moreta,664294,664294,21101,11294,*05tux*,PIT,RP,RP,Moreta,Dauri,Moreta,Dauri
923,Cristian Javier,664299,664299,17606,10717,*045kb*,HOU,SP,SP,Javier,Cristian,Javier,Cristian
924,Estevan Florial,664314,664314,19151,10194,*03yth*,CLE,OF,OF,Florial,Estevan,Florial,Estevan
925,Sixto Sanchez,664350,664350,19680,10336,*0440n*,MIA,SP,SP,Sanchez,Sixto,Sánchez,Sixto
926,Jose Urquidy,664353,664353,18413,10645,*0440h*,HOU,SP,SP,Urquidy,Jose,Urquidy,José
927,Alejo Lopez,664670,664670,21127,11230,*03wkr*,ATL,2B,2B,Lopez,Alejo,Lopez,Alejo
928,Myles Straw,664702,664702,17620,10109,*03qqb*,CLE,OF,OF,Straw,Myles,Straw,Myles
929,Kyle Isbel,664728,664728,21614,10408,*04ppo*,KC,OF,OF,Isbel,Kyle,Isbel,Kyle
930,P.J. Higgins,664731,664731,18433,10917,*03qqe*,CIN,C/1B,C/1B,Higgins,P.J.,Higgins,P.J.
931,Jose Espada,664744,664744,21131,11878,,SD,RP,RP,Espada,Jose,Espada,Jose
932,Alexis Diaz,664747,664747,21132,11350,*03qqf*,CIN,RP,RP,Diaz,Alexis,Díaz,Alexis
933,Alec Bohm,664761,664761,21618,10125,*04mn5*,PHI,1B/3B,1B/3B,Bohm,Alec,Bohm,Alec
934,LaMonte Wade Jr.,664774,664774,18126,10271,*03qo2*,SF,1B/OF,1B/OF,Wade Jr.,LaMonte,Wade Jr.,LaMonte
935,Jake Cousins,664776,664776,21620,11224,*04eru*,NYY,RP,RP,Cousins,Jake,Cousins,Jake
936,Danny Young,664849,664849,18439,10015,,NYM,RP,RP,Young,Danny,Young,Danny
937,Jay Flaa,664852,664852,18140,10566,*03qma*,ATL,RP,RP,Flaa,Jay,Flaa,Jay
938,Ryan Helsley,664854,664854,18138,10321,*03ql5*,STL,RP,RP,Helsley,Ryan,Helsley,Ryan
939,Seby Zavala,664874,664874,18887,9985,*03qqd*,SEA,C,C,Zavala,Seby,Zavala,Seby
940,Justin Lawrence,664875,664875,17639,10499,*03qq9*,COL,RP,RP,Lawrence,Justin,Lawrence,Justin
941,Danny Mendick,664901,664901,18889,10686,*03qxt*,CHW,3B,2B/3B,Mendick,Danny,Mendick,Danny
942,Seth Brown,664913,664913,18171,10677,*03qvr*,OAK,1B/OF,1B/OF,Brown,Seth,Brown,Seth
943,Nick Dini,664926,664926,18206,10668,*03qry*,TB,C,C,Dini,Nick,Dini,Nick
944,Anthony Misiewicz,664948,664948,18152,10875,*03quj*,NYY,RP,RP,Misiewicz,Anthony,Misiewicz,Anthony
945,Brett Sullivan,664954,664954,18217,10951,*03qtv*,SD,C,C,Sullivan,Brett,Sullivan,Brett
946,Jake McCarthy,664983,664983,21622,10226,*03qyv*,ARI,OF,OF,McCarthy,Jake,McCarthy,Jake
947,Trevor Kelley,665001,665001,18454,9618,*04z5q*,SEA,RP,RP,Kelley,Trevor,Kelley,Trevor
948,Kody Clemens,665019,665019,20572,11342,*04ppi*,PHI,1B,1B,Clemens,Kody,Clemens,Kody
949,Hobie Harris,665048,665048,18615,11777,*03yxs*,MIN,RP,RP,Harris,Hobie,Harris,Hobie
950,Griffin Conine,665052,665052,sa876060,10210,*04mn2*,MIA,OF,OF,Conine,Griffin,Conine,Griffin
951,Tyler Payne,665066,665066,21139,11301,*05xlb*,LAA,C,C,Payne,Tyler,Payne,Tyler
952,Dean Kremer,665152,665152,19350,10183,*041yb*,BAL,SP,SP,Kremer,Dean,Kremer,Dean
953,Nick Maton,665155,665155,21635,11016,*04ei5*,BAL,2B/3B,2B/3B,Maton,Nick,Maton,Nick
954,Jeremy Pena,665161,665161,21636,11309,*04ppj*,HOU,SS,SS,Pena,Jeremy,Peña,Jeremy
955,Ruben Cardenas,665180,665180,sa3007505,10593,*04pyz*,PHI,OF,OF,Cardenas,Ruben,Cardenas,Ruben
956,Gilberto Celestino,665482,665482,20233,10763,*03vum*,CHC,OF,OF,Celestino,Gilberto,Celestino,Gilberto
957,Fernando Tatis Jr.,665487,665487,19709,9948,*03zbh*,SD,OF,OF,Tatis Jr.,Fernando,Tatis Jr.,Fernando
958,Vladimir Guerrero Jr.,665489,665489,19611,9785,*03ojr*,TOR,1B,1B,Guerrero Jr.,Vladimir,Guerrero Jr.,Vladimir
